information_need,canonical_query,candidate_type,candidate_rank,chunk_id,corpus_id,occupation_name,title,page_number,knowledge_domain,distance,expected_corpus_id,expected_occupation_name,relevant,notes,text
rpl_nvq,What is Recognition of Prior Learning and how is it related to NVQ?,global_top15,1,C003_P92_CH01,C003,,NVQ Framework of Sri Lanka - Operations Manual 2021,92,Education and training pathways,0.2892,C003,,,,"CHAPTER 5
2021 MARCH
OPERATiONSOPERATiONS
MANUALMANUAL
5.4.3 THE TVEC UNIT RESPONSIBLE FOR CONSISTENCY IN 
ASSESSMENT
The TVEC shall establish a unit with qualified staff to implement processes, procedures 
and activities in connection with the consistency in Assessment.
5.5 RECOGNITION OF PRIOR LEARNING WITHIN TVET
5.5.1 INTRODUCTION
Recognition of Prior Learning is a process that recognizes a learner’s current 
competencies which may have been achieved through means that include any 
combination of formal or informal training and education, work experience or general 
life experience. Recognition of uncertified learning may be combined with any formal 
certification to enable assessment decisions to be made. The national vocational 
qualifications system shall recognise prior learning based on national competency 
standards and determine the extent to which an individual has achieved the required 
competencies for partial or total completion of a national vocational qualification.The 
NVQSL Provides RPL only up to NVQ level 4. 
5.5.2 PRINCIPLES OF RECOGNITION OF PRIOR LEARNING
Recognition of prior learning shall be accessible to anyone with relevant competencies 
achieved through means mentioned earlier that can be validated against the national 
competency standards. in the absence of any formal training, the minimum industrial 
exposure requirement to become eligible for RPL is stated in the relevant NVQ 
circulars.
Prior learning can be acquired from:Prior learning can be acquired from:
• The workplace
• Life experience
• Self-directed study
81"
rpl_nvq,What is Recognition of Prior Learning and how is it related to NVQ?,global_top15,2,C003_P94_CH01,C003,,NVQ Framework of Sri Lanka - Operations Manual 2021,94,Education and training pathways,0.3766,C003,,,,"CHAPTER 5
2021 MARCH
OPERATiONSOPERATiONS
MANUALMANUAL
5.5.4 PUBLIC AWARENESS
Appropriate information to promote public awareness about the recognition of prior 
learning shall be made available.
5.5.5 ASSESSMENTS FOR RECOGNITION OF PRIOR LEARNING
it is the task of the assessor, to match the evidence of the relevant prior experience 
to the performance criteria of the specified units of competency of the qualification 
for which recognition is being sought. it is important that the assessment be carried 
out in a comfortable environment with necessary equipment, tools and machinery 
required for the assessment. This environment shall be conducive to participation 
and contribution by the candidate throughout the assessment process. For NVQ Level 
4 the RPL assessments should be done by a panel of assessors consisting of two 
assessors. The assessments should be conducted as per the criteria, guidelines and 
methodology specified by the TVEC. if the RPL assessments are conducted in training 
institutions, those institutions should have accreditation obtained from TVEC for the 
relevant occupations. i f it is carried out in industry, it must have an environment 
conducive to assessment with the necessary equipment, tools and machinery. The 
NAiTA shall register these industry places and maintain a list with updated information. 
Variety in the methods of assessment is encouraged i.e demonstration, attestation, 
interview, or the evaluation of work samples or projects shall be commonly used. 
Attestation is a method of assessment, where the assessment decision is supported 
by a formal recommendation from a recognised group having sufficient depth and 
breadth of knowledge as well as respect/esteem, to execute a fair, valid and consistent 
assessment.
The following procedure shall be implemented in conducting RPL assessments.
Table 5.1: Procedure for RPL assessmentTable 5.1: Procedure for RPL assessment
StepStep ActivityActivity ResponsibilityResponsibility
1 Provide RPL information to prospective 
candidates
RPL Coordinator
2
Complete RPL application and forward to RPL 
Coordinator along with any supporting evidence/ 
documents
RPL Coordinator/ 
RPL Candidate
83"
rpl_nvq,What is Recognition of Prior Learning and how is it related to NVQ?,global_top15,3,C003_P119_CH01,C003,,NVQ Framework of Sri Lanka - Operations Manual 2021,119,Education and training pathways,0.3982,C003,,,,"CHAPTER 8
2021 MARCH
OPERATiONSOPERATiONS
MANUALMANUAL
108
Recognition of establishments to carry out the assessments for recognition of prior 
learning shall be allowed for training establishments that have been successfully 
audited by the TVEC.
Monitoring of registration and accreditation refers to the process by which the TVEC 
ensures that registered and accredited agencies continue to comply with the accepted 
standards.
Audit of registration and accreditation refers to the formal process to be undertaken 
on a scheduled cycle by the TVEC in order to verify that quality is being maintained or 
enhanced.
8.2 PROCEDURES FOR THE IMPLEMENTATION OF NVQ FRAMEWORK 
BY THE TRAINING PROVIDERS
The following is the step by step approach in the implementation of NVQSL by the 
training providers.
1. The potential training provider shall ensure that the respective teaching staff 
are aware of the national competency standards in the respective industry 
sectors / occupations. 
2. The training providers shall use the curricula on the following basis.
a. The training providers shall use the CBT curricula based on the national 
competency standards as endorsed by the TVEC.
b. The training providers may use their own curricula, provided that the 
TVEC has approved that they comply with the national competency 
standards.
c. The curricula for industry sectors / trades for which national competency 
standards are not available; they shall be referred to the TVEC for 
development of standards with appropriate justifications.
3. Curricula of Non- NVQ courses shall be submitted to the TVEC for possible 
recognition.
4. The training providers shall ensure the establishment of a “Quality 
Management System”."
rpl_nvq,What is Recognition of Prior Learning and how is it related to NVQ?,global_top15,4,C003_P7_CH01,C003,,NVQ Framework of Sri Lanka - Operations Manual 2021,7,Education and training pathways,0.4062,C003,,,,"5.5 RECOGNITION OF PRIOR LEARNING WITHIN TVET 81
5.5.1 INTRODUCTION 81
5.5.2 PRINCIPLES OF RECOGNITION OF PRIOR LEARNING 81
5.5.3 AUTHORITY FOR CONDUCTING RPL ASSESSMENTS 82
5.5.4 PUBLIC AWARENESS 83
5.5.5 ASSESSMENTS FOR RECOGNITION OF PRIOR LEARNING 83
TABLE 5.1: PROCEDURE FOR RPL ASSESSMENT
5.5.8 DOCUMENTATION AND RECORD KEEPING 84
5.6 GUIDANCE 85
5.7 RE-ASSESSMENT AND APPEAL ACCESS 85
5.7.1 ASSESSMENT FEES IN CASE OF AN APPEAL 86
CHAPTER SiX 87CHAPTER SiX 87
AWARD OF NATiONAL VOCATiONAL QUALiFiCATiONSAWARD OF NATiONAL VOCATiONAL QUALiFiCATiONS
6.1 CRITERIA FOR THE USE OF TERMS `NATIONAL CERTIFICATE’,
 `NATIONAL DIPLOMA’, HIGHER NATIONAL DIPLOMA’ AND 
 `BACHELOR’S DEGREE’ 87
6.1.1 NATIONAL QUALIFICATIONS 88
6.2 TYPES OF QUALIFICATION 88
6.2.1 NATIONAL CERTIFICATE 89
6.2.2 NATIONAL DIPLOMA AND HIGHER NATIONAL DIPLOMA 89
6.2.3 RECORD OF ACHIEVEMENT 90
6.2.4 CRITERIA FOR AWARDING NATIONAL CERTIFICATES AND NATIONAL DIPLOMAS 90
6.2.5 BACHELOR’S DEGREE 91
6.3 PROCESS FOR AWARDING NVQ QUALIFICATIONS 91
6.4 MAINTENANCE OF RECORDS AND VERIFICATIONS 91
CHAPTER SEVEN 93CHAPTER SEVEN 93
QUALiTY ASSURANCE SYSTEM OF TVET PROGRAMMESQUALiTY ASSURANCE SYSTEM OF TVET PROGRAMMES
7.1 INTRODUCTION 93
7.2 REGISTRATION OF INSTITUTIONS 94
7.2.1 RELEVANT SECTIONS OF THE TVE ACT 94
7.2.3 CRITERIA FOR REGISTRATION 95
7.3 ACCREDITATION OF COURSES 96
7.3.1 REQUIREMENTS FOR ACCREDITATION OF COURSES 96
7.3.2 ACCREDITATION OF COURSES, WITHOUT CBT CURRICULA BUT 
COMPATIBLE WITH NCSS 97
Vi"
rpl_nvq,What is Recognition of Prior Learning and how is it related to NVQ?,global_top15,5,C003_P19_CH01,C003,,NVQ Framework of Sri Lanka - Operations Manual 2021,19,Education and training pathways,0.4077,C003,,,,"CHAPTER 2
2021 MARCH
OPERATiONSOPERATiONS
MANUALMANUAL
2.3 QUALIFICATIONS UPGRADING PATHWAYS 
The NVQSL is developed to assist trainees to join and leave the system at different 
stages with qualifications at different levels. The qualifications at different levels have 
been identified to suit employment requirements of the industry. Vertical upward 
mobility through the system is straightforward as seamless progression is facilitated. 
Lateral entry into the system is possible at certain levels for those who have work 
experience in an appropriate field and assessed to have Recognized Prior Learning 
(RPL). Gaining NVQ qualifications through RPL is described elsewhere in this manual.
B.Tcch. (Spccial)B.Tcch. (Spccial)
B.Tech. (NVQ Level 7)B.Tech. (NVQ Level 7)
Optional 4th year forOptional 4th year for
selected coursesselected courses
Three YearThree Year
NVQ Level 6NVQ Level 6
NVQ Level 5NVQ Level 5
NVQ Level 4NVQ Level 4
NVQ Level 3NVQ Level 3
NVQ Level 2NVQ Level 2
NVQ Level 1NVQ Level 1Figure 2.2 Figure 2.2 
DegreeDegree
ProgrammeProgramme
Selection TestSelection Test
Cognitive AttainmentCognitive Attainment
Equivalent to GCE O.L. +Equivalent to GCE O.L. +
Selection TestSelection Test
Selection TestSelection Test
NVQ Credit TransferNVQ Credit Transfer
Selection TestSelection Test
Non - NVQ CreditNon - NVQ Credit
TransferTransfer
Middle LevelMiddle Level
Non - NVQsNon - NVQs
8"
rpl_nvq,What is Recognition of Prior Learning and how is it related to NVQ?,global_top15,6,C003_P110_CH01,C003,,NVQ Framework of Sri Lanka - Operations Manual 2021,110,Education and training pathways,0.4254,C003,,,,"CHAPTER 7
2021 MARCH
OPERATiONSOPERATiONS
MANUALMANUAL
99
iV. iV. Knowledge inputsKnowledge inputs
in order to acquire the competency levels under the NVQ framework, trainees should be 
given sufficient knowledge on relevant theory of the subjects. Therefore, apprenticeship 
should include a sufficient period for basic training. Or else, apprentices should be 
given relevant theoretical knowledge through distance education or face to face 
instructions. Knowledge should have been assessed under continuous assessment 
and recorded in the daily diary.
V. V. Monitoring of ApprenticesMonitoring of Apprentices
The success of apprenticeship programmes is highly dependent on the monitoring of 
apprentices by NA iTA inspectors. Therefore, evidence of periodic monitoring should 
be recorded in the Daily Diary.
NAiTA is required to train NA iTA inspectors in the implementation of NVQ with 
apprenticeship in cooperation with the TVEC. NA iTA shall provide the Workplace 
Assessment Report for each workplace within two months from the date of enrolment 
of the first student in the apprenticeship programme intended for accreditation. The 
TVEC evaluates the report with or without a visit to the workplace and acceptance of 
the workplace assessment report by the TVEC is considered as an indication of its 
suitability for accreditation status and the TVEC shall issue an accreditation number. 
Procedures of final assessment are laid down in Chapter 6; Assessment Policies and 
Procedures under NVQ Framework.
7.3.4 ACCREDITATION OF DUAL TRAINING PROGRAMMES
A training course could be delivered in the dual training mode where part of the training 
is delivered in a training centre and rest of the training is delivered under ‘On the 
Job Training’. CBT curricula specify the learning duration of each module in notional 
hours and part of the notional hours could be delivered under ‘On the Job Training.’ 
Learning time in ‘On the Job Training’ is varied with the degree of supervision and 
learning environment of the workplace. Therefore, it is required to set the learning 
time in consultation with the TVEC. For accreditation of such courses, it is necessary 
to organise the course to meet all the conditions required for course accreditation as 
specified in section 7.3.1."
rpl_nvq,What is Recognition of Prior Learning and how is it related to NVQ?,global_top15,7,C003_P129_CH01,C003,,NVQ Framework of Sri Lanka - Operations Manual 2021,129,Education and training pathways,0.4307,C003,,,,"CHAPTER 9
118
Cognitive skills:Cognitive skills: The basic mental abilities used to think, study, and learn 
and include mental processes used to analyse sounds 
and images, recall information from memory, make 
associations between different pieces of information, and 
maintain concentration on particular tasks.
Consistency of Consistency of 
AssessmentAssessment
Promoting fair and valid assessment, to the required 
standard
CompetenceCompetence The possession by workers of what they are expected 
to know and to be able to do together with the capacity 
to apply that skill and knowledge in new situations and 
environments
Competency-based Competency-based 
TrainingTraining
A flexible learner-centred approach to training based on 
the national competency standards
Credit:Credit: A numerical value assigned to a competency unit and 
national vocational qualification that represents the 
estimated time needed for a typical learner to demonstrate 
that all specified competencies have been acquired
Curriculum:Curriculum: Specification of how knowledge, skills and attitudes from 
the competency standards can be transferred through 
structured education and training
Descriptor:Descriptor: Component of a national competency standard; provides 
further information about a unit in terms of context and 
parameters
Diploma:Diploma: Qualification made up of at least 1500 learning hours with 
its advanced learning broadly equivalent to NVQ level 5/6 
descriptor.
Element of Element of 
competence:competence:
Component of a national competency standard specifying 
learning outcomes; the building blocks of individual units; 
collectively the elements constitute the title of the unit
Employability Employability 
Competencies:Competencies:
Foundation skills, portable across all industries, 
developed to enable employees at all levels to better adapt 
to new job demands, work challenges and changing work 
environments
Endorsement:Endorsement: The formal process by the TVEC of giving official recognition 
to competency standards, qualifications, curriculum and 
assessment resources
2021 MARCH
OPERATIONSOPERATIONS
MANUALMANUAL"
rpl_nvq,What is Recognition of Prior Learning and how is it related to NVQ?,global_top15,8,C003_P15_CH01,C003,,NVQ Framework of Sri Lanka - Operations Manual 2021,15,Education and training pathways,0.4309,C003,,,,"CHAPTER 1
2021 MARCH
OPERATiONSOPERATiONS
MANUALMANUAL
• i mproved international linkages and recognition
• Collaboration and rationalization among the training agencies
• Enhanced quality, relevance, performance, effectiveness, efficiency and 
transparency
• An education and training culture of responsiveness and excellence
Developing the NVQSL will ensure that all current and newly emerging Technical and 
Vocational Education and Training (TVET) activities are well coordinated. Competency-
Based Training (CBT) curricula and appropriate teaching, learning and assessment 
materials shall be available in the framework, together with requirements for Quality 
Assurance. The whole system shall be underpinned on acquisition of competencies 
with an emphasis on quality. The TVEC is the authority for the implementation of 
NVQSL and the active participation of all the TVET training i nstitutions is vital for the 
effective implementation of the National Vocational Qualifications Framework of Sri 
Lanka.
his system is linked with secondary and higher education to provide pathways for 
continuing worker education and lifelong learning. Technical and Vocational Education 
and Training may take place as “institutional training” (off the job training) as well as 
“industrial training” (on the job training).
At present, the NVQ Framework is becoming popular and well accepted by the TVET 
sector and the public. it has become necessary to reinforce this trend and make it well 
accepted by all stakeholders including industry. Many South Asian countries developed 
their qualification systems benchmarking the NVQ system of Sri Lanka. 
4"
rpl_nvq,What is Recognition of Prior Learning and how is it related to NVQ?,global_top15,9,C003_P21_CH01,C003,,NVQ Framework of Sri Lanka - Operations Manual 2021,21,Education and training pathways,0.4325,C003,,,,"CHAPTER 2
2021 MARCH
OPERATiONSOPERATiONS
MANUALMANUAL
The programs are developed for those perform at supervisory/managerial level in 
narrow but deep application of competencies in the industry. The NVQF provides 
opportunities for such persons to get recognized such competencies at certificate 
level 5 and 6.
Candidates selected for entry to a NVQ level 5 programme may possess different 
skill and knowledge backgrounds. Even those coming through the NVQ system itself 
will have qualifications from different occupations. i n order to ensure that all those 
selected to undergo a level 5 programme have the minimum skills and knowledge 
needed at entry, they will initially go through a bridging programme. This is carried 
out for the selected candidates after a selection test and an academic counselling 
session. The bridging programme provides the necessary knowledge and competence 
to the students selected to Level 5. 
if there is a skill gap in a particular student that will be identified at the academic 
counselling session and the student is directed for necessary “Gap-Filling” 
programmes. The “Foundation Studies” programme is intended to provide the 
necessary mathematics, science and English knowledge and computer literacy needed 
to successfully embark on a level 5 programme. Some students may get full or part 
exemptions from Gap-filling. However, it is recommended that all students follow the 
Foundation Studies programme. There are four subjects under Foundation Studies 
with each subject having several Modules:-
• Communication Skills in English
• Mathematics for Technology
• Science for Technology
• Computer Literacy 
(c) NVQ Level 7(c) NVQ Level 7
NVQ level 7 programmes conducted by the UNiVOTEC allow students to acquire B.Tech. 
or B.Ed. technology related degree qualifications. Pathways from the National Diplomas 
will be available to students who have achieved the relevant NVQ qualifications at level 
5 or level 6 to proceed to degree programmes. Those with NVQ level 6 qualifications 
are eligible to receive appropriate credit transfer towards the degree programme, to 
be determined by the Admission, Accreditation and Quality Assurance (AAQA) Council 
of the UNiVOTEC.
10"
rpl_nvq,What is Recognition of Prior Learning and how is it related to NVQ?,global_top15,10,C003_P149_CH01,C003,,NVQ Framework of Sri Lanka - Operations Manual 2021,149,Education and training pathways,0.442,C003,,,,"CHAPTER 9
138
Knowledge, skills and attributesKnowledge, skills and attributes
There is greater emphasis on the knowledge base at this level, and some learning 
may focus exclusively on the acquisition of knowledge. This is supported by other 
descriptors: development of knowledge with substantial in-depth use of theoretical 
and applied knowledge to provide solutions from a wide range of alternatives - 
complex and unpredictable problems - analysis of information and concepts at an 
abstract level.
Tasks and proceduresTasks and procedures
Essential differences between this and previous levels are found in the emphasis 
above on judgment and in such other descriptors as mastery of a specialised area with 
a range of skills and command of a specialised area. This indicates a move from wide 
versatility within the context of the operation to a relatively high degree of specialisation 
in some or all of its aspects. An illustration may be found in the workplace, where the 
skilled worker builds on an industry background to focus on an area of high technology, 
or in tertiary education, where the academic student moves from the generic studies 
of a discipline to a specialist “major”.
AccountabilityAccountability
it is likely that at this level accountability will be defined more in terms of a function 
than a task, and that it may be implicit in that function. i t is the area of the job 
description rather than the job list. This is reflected in the autonomy described above 
and in prescribed responsibility and accountability within broad parameters for defined 
activities - applied under limited guidance in line with a broad plan, budget or strategy. 
in general education, students acquire the ability to negotiate themes and topics under 
general guidance and to take personal responsibility for short term work planning and 
delivery of „outputs”.
2021 MARCH
OPERATIONSOPERATIONS
MANUALMANUAL"
rpl_nvq,What is Recognition of Prior Learning and how is it related to NVQ?,global_top15,11,C003_P20_CH01,C003,,NVQ Framework of Sri Lanka - Operations Manual 2021,20,Education and training pathways,0.4452,C003,,,,"CHAPTER 2
2021 MARCH
OPERATiONSOPERATiONS
MANUALMANUAL
(a) NVQ Levels 1- 4 (a) NVQ Levels 1- 4 
Qualifications at levels 1 - 4 allows for a trainee to upgrade competencies starting 
from unskilled stage to reach full or master craftsperson stage through the acquisition 
of competencies specified at each level. These competencies are incorporated into 
the units of competencies which are packaged appropriately to form the National 
Competency Standards of a particular occupation. The trainees follow a modular 
curriculum related to units of competency of a NCS and once the training is completed, 
a competency based assessment is conducted by the TVEC. Upon successful 
completion of the assessment he/she is eligible to receive the National Certificate 
in the relevant occupation at the applicable level. As it is also possible to achieve 
unit based qualifications as Records of Achievement, a trainee is able to upgrade 
his/her qualification level in a particular occupation through gradual acquisition of 
competencies as per the National Competency Standards.
(b) NVQ Levels 5 and 6(b) NVQ Levels 5 and 6
NVQ level 5 and 6 Competency Standards comprise of units of competency and each 
unit of competency is assigned a credit value. A trainee will be eligible to receive the 
NVQ level 5 qualifications once he/she earns the required number of credits specified 
in the relevant Competency Standard. A level 5 qualification allows direct entry to the 
NVQ level 6 training programme in the same occupation. NVQ level 5 and 6 diploma 
programmes allow a student to leave the system at the end of Level 5 with a National 
Diploma of NVQ level 5 or proceed and leave the system at the end of Level 6 with a 
Higher National Diploma of NVQ level 6. However, some diploma programmes may not 
have an exit at NVQ level 5. This is possible where the industry has identified that there 
is no employment category for a person with competencies achieved only up to level 5 
in that technology area.
The programmes are developed so that persons with NVQ level 5 or 6 qualifications 
will have supervisory and/or process management competencies. These involve an 
increased percentage of the knowledge component compared to competencies at lower 
levels. it is therefore necessary to ensure that those entering NVQ level 5 programmes 
already have the necessary hands on skills to embark on a level 5 programme. The 
entry qualification to the Level 5 Diploma programme is therefore fixed at NVQ Level 
3 or Level 4 in a relevant occupation. The list of relevant occupations for each level 5 
diploma will be notified when applications are called for these programmes. There is 
also a path of lateral entry for students with non-NVQ qualifications mapped by the 
TVEC and assessed for their practical experience as well as for those who have work 
experience in an appropriate field and assessed to have Recognised Prior Learning 
(RPL) equivalent to NVQ level 3 or 4.
9"
rpl_nvq,What is Recognition of Prior Learning and how is it related to NVQ?,global_top15,12,C003_P81_CH01,C003,,NVQ Framework of Sri Lanka - Operations Manual 2021,81,Education and training pathways,0.4528,C003,,,,"CHAPTER 5
2021 MARCH
OPERATiONSOPERATiONS
MANUALMANUAL
5.1.5 PRACTICAL ASPECTS OF CONDUCT OF ASSESSMENTS
a. Selecting National Assessors a. Selecting National Assessors 
Trainees are assessed by assessors registered in the TVEC for the respective 
occupation (level 1 -4) or field of study (level 5 & 6), who had no involvement in the 
training process of the trainees to be assessed. The TVEC or institutions to which 
such powers are delegated shall select two registered assessors for the assessment. 
Both assessors shall be physically present for assessment of all NVQ levels and shall 
verify documentary evidence and certify. Both the accredited private and public sector 
institutions shall obtain the approval of the TVEC for the selected assessors. The NVQ 
level 5 and 6 qualifications may require the appointment of a specialist assessor for 
the relevant area of technology for the viva-voce conducted at the end of the course.
b. Knowledge assessment prior to pre-assessment b. Knowledge assessment prior to pre-assessment 
This shall be an island-wide common examination for the respective occupation. The 
TVEC in consultation with relevant i ndustry Sector Councils ( iSCs) shall decide the 
occupations for which such all island knowledge assessment is required based on 
the nature of occupation/s. if the iSC relevant to an occupation is not established and 
operating, the TVEC shall consult the National industrial Training Advisory Committee 
and take the decision on conducting such an island-wide examination.
The TVEC shall call for applications for knowledge assessment. Students who are 
following the accredited courses will be eligible to appear for the knowledge assessment 
after completion of training, and those who have registered for RPL assessment will 
also be eligible. Relevant institutes shall forward applications to the TVEC. 
The TVEC shall set the question paper for assessing each unit separately based on 
learning outcomes in the relevant NCS and curriculum. Knowledge Assessment 
(examination) shall be conducted in selected examination centres. 
c. The Pre-assessment c. The Pre-assessment 
A pre-assessment meeting should be conducted where final assessment is to be 
conducted and shall be held with all the selected candidates to see whether the 
candidates are fit to appear for the final assessment. During the pre-assessment, 
the assessors check and verify the continuous assessment record books, result of 
common knowledge assessment and other evidence presented by the candidates. 
The assessors need to provide relevant information to candidates, complete relevant 
documents at the pre assessment and shall bring them for the final assessment. 
One of the assessors of the panel may do the pre assessment. Dates for the final 
assessment event can be scheduled and required tools, equipment and facilities (on 
and off-site) identified and informed to relevant parties.
70"
rpl_nvq,What is Recognition of Prior Learning and how is it related to NVQ?,global_top15,13,C003_P147_CH01,C003,,NVQ Framework of Sri Lanka - Operations Manual 2021,147,Education and training pathways,0.4535,C003,,,,"CHAPTER 9
136
• The descriptors above identify those characteristics which are found at Level 
5 and not at Levels 1-4.
Knowledge, skills and attributesKnowledge, skills and attributes
The characteristic of cognitive activity at this level is the requirement that judgment 
is made on a basis of information that is not always useable in its raw form. it is 
necessary to analyse, and to compare the results of analysis with at least a simple 
theoretical model, to arrive at a viable method or process for completing the activity.
Tasks and proceduresTasks and procedures
Other key phrases used in the existing definitions are range of technical and other 
skills - varied and highly specific contexts - highly technical contexts – creative and 
routine activities. i ncreased complexity at this level involves a shift towards either 
very varied methods and procedures or those that are specialised and technical. The 
student in full-time tertiary education, for example, will be focusing subsequently on 
a major topic of study. in industry, learning may be contributing to an advanced trade 
or technical certification. in either case the outcomes are not necessarily predictable 
or pre-determined. The work or learning process involves resolving appropriate 
responses to a variety of information and in multiple contexts.
AccountabilityAccountability
At this level, people are expected to be fully self-directed and responsible for all 
outcomes of a process, and the leadership role is likely to be extended. Definitions 
include self-directed application - competencies are normally used independently - 
applied under broad guidance - the work of others may be supervised or teams guided 
- prescribed responsibility under general guidance for specified outputs in work and 
learning, including quality standards and/or the work and learning of others. The 
difference between level 4 and level 5 is more to be inferred than positively determined 
from these existing descriptors. There is an implication that the outputs of the process 
are less specific and that there is accountability for determining the nature and quality 
of the output within more loosely prescribed specifications.
2021 MARCH
OPERATIONSOPERATIONS
MANUALMANUAL"
rpl_nvq,What is Recognition of Prior Learning and how is it related to NVQ?,global_top15,14,C003_P29_CH01,C003,,NVQ Framework of Sri Lanka - Operations Manual 2021,29,Education and training pathways,0.4538,C003,,,,"CHAPTER 2
2021 MARCH
OPERATiONSOPERATiONS
MANUALMANUAL
2.8 AWARDING NVQ LEVEL 5 EQUIVALENCE QUALIFICATIO 
THROUGH THE MATURE CANDIDATE ROUTE
Public Administration Circular 02/2009 specifies National Vocational Qualification 
(NVQ) Levels for different categories of employment in the public sector. The NVQ 
Level 5 specifies middle level technical employment. Craftsmen with long years of 
experience who perform supervisory functions in middle level employment could be 
assessed and certified for award of NVQ Level 5 qualification which may be useful in 
their career and employment opportunities. This is an alternative path for obtaining 
NVQ Level 5 equivalency through their maturity/experience in the relevant sector 
as per the NVQ circular 01/2019 introduced by the Tertiary and Vocational Education 
Commission (TVEC ).
Eligibility
A Candidate must not be less than 35 years of age and should be qualified through one A Candidate must not be less than 35 years of age and should be qualified through one 
of the routes mentioned below.of the routes mentioned below.
Table: 2.2 Routes for selecting eligibilityTable: 2.2 Routes for selecting eligibility
Route 1Route 1
A minimum of 10 years’ experience including minimum of 3 years 
supervisory experience in the relevant industry and having NVQ 
Level 4 certificate or NCT/NCiT in the relevant field
Route 2Route 2
A minimum of 10 years’ experience including minimum of 3 years 
supervisory experience in the relevant industry and having a 
Diploma certificate (with a duration of more than 6 months) or any 
other higher qualification accepted by the TVEC in the relevant field
Route 3Route 3
A minimum of 12 years’ experience including minimum of 3 years 
supervisory experience in the relevant industry and having a 
certificate (with a duration of more than 6 months) accepted by the 
TVEC in the relevant field
Route 4Route 4 A minimum of 15 years’ experience including minimum of 3 years 
supervisory experience in the relevant industry
18"
rpl_nvq,What is Recognition of Prior Learning and how is it related to NVQ?,global_top15,15,C003_P18_CH01,C003,,NVQ Framework of Sri Lanka - Operations Manual 2021,18,Education and training pathways,0.4581,C003,,,,"CHAPTER 2
2021 MARCH
OPERATiONSOPERATiONS
MANUALMANUAL
Certification at 1 - 6 levels shall be carried out by institutions accredited by the TVEC. 
Certification at level 7 shall be carried out by the UN iVOTEC. They are nationally 
recognised qualifications and attest the achievement of a National Standard determined 
by industry. Competency Standard units can be acquired individually or progressively 
and lead towards a full award. The NVQSL encourages flexible skills acquisition both 
on and off the job and also recognises prior learning - formal and informal. These are 
established to allow knowledge and skills acquired informally to be assessed, and 
competencies recognized towards National Vocational Qualifications.
A broad framework has been developed integrating Technical/Vocational and Higher 
Education and further levels may be added. The framework allows for an interface 
with secondary education and provides a progression for Technical and Vocational 
Education qualified personnel to proceed to higher education. industry and professional 
bodies participating in the development of the National Competency Standards are 
therefore in a position to plan for a smooth progression of qualifications from craft to 
technician to higher education.
Quality assurance is fundamental to all aspects of the NVQSL; it includes the 
determination of the National Competency Standards, training delivery to learners 
on and off the job, the assessment of competencies of candidates and the award of 
qualifications. Technical and vocational qualifications which comply with the national 
quality requirements are formally recognized through the National Vocational 
Qualifications of Sri Lanka. The framework is based on National Competency Standards 
which form the criteria for accreditation of courses. All other qualifications including 
foreign qualifications which conform to the requirements of the framework will be 
aligned with the NVQ system.
National Strategy for NVQ developmentNational Strategy for NVQ development
industry Determined Competency Standardsindustry Determined Competency Standards
Qualified and Competent workforceQualified and Competent workforce
Education, Training and Education, Training and 
AssessmentAssessment
Workplace Workplace 
Assessment Assessment 
Figure 2.1: Strategy for Technical and Vocational Education and Training Development Figure 2.1: Strategy for Technical and Vocational Education and Training Development 
in Sri Lankain Sri Lanka
7"
nvq_progression,Can I progress to higher qualification levels through the Sri Lankan NVQ system?,global_top15,1,C003_P19_CH01,C003,,NVQ Framework of Sri Lanka - Operations Manual 2021,19,Education and training pathways,0.2275,C003,,,,"CHAPTER 2
2021 MARCH
OPERATiONSOPERATiONS
MANUALMANUAL
2.3 QUALIFICATIONS UPGRADING PATHWAYS 
The NVQSL is developed to assist trainees to join and leave the system at different 
stages with qualifications at different levels. The qualifications at different levels have 
been identified to suit employment requirements of the industry. Vertical upward 
mobility through the system is straightforward as seamless progression is facilitated. 
Lateral entry into the system is possible at certain levels for those who have work 
experience in an appropriate field and assessed to have Recognized Prior Learning 
(RPL). Gaining NVQ qualifications through RPL is described elsewhere in this manual.
B.Tcch. (Spccial)B.Tcch. (Spccial)
B.Tech. (NVQ Level 7)B.Tech. (NVQ Level 7)
Optional 4th year forOptional 4th year for
selected coursesselected courses
Three YearThree Year
NVQ Level 6NVQ Level 6
NVQ Level 5NVQ Level 5
NVQ Level 4NVQ Level 4
NVQ Level 3NVQ Level 3
NVQ Level 2NVQ Level 2
NVQ Level 1NVQ Level 1Figure 2.2 Figure 2.2 
DegreeDegree
ProgrammeProgramme
Selection TestSelection Test
Cognitive AttainmentCognitive Attainment
Equivalent to GCE O.L. +Equivalent to GCE O.L. +
Selection TestSelection Test
Selection TestSelection Test
NVQ Credit TransferNVQ Credit Transfer
Selection TestSelection Test
Non - NVQ CreditNon - NVQ Credit
TransferTransfer
Middle LevelMiddle Level
Non - NVQsNon - NVQs
8"
